time,label,IBI,HR
1674903728.578046,N,648,92.6
1674903729.226046,N,644,93.2
1674903729.8700461,N,640,93.8
1674903730.510046,N,640,93.7
1674903731.150046,N,640,93.8
1674903731.790046,N,644,93.2
1674903732.434046,N,652,92
1674903733.086046,N,656,91.5
1674903733.742046,N,668,89.8
1674903734.410046,N,680,88.2
1674903735.090046,N,684,87.7
1674903735.774046,N,696,86.2
1674903736.470046,N,708,84.7
1674903737.178046,N,720,83.3
1674903737.898046,N,716,83.8
1674903738.614046,N,696,86.2
1674903739.310046,N,692,86.7
1674903740.002046,N,680,88.2
1674903740.682046,N,668,89.8
1674903741.350046,N,664,90.4
1674903742.014046,N,660,90.9
1674903742.674046,N,660,90.9
1674903743.3340461,N,676,88.8
1674903744.010046,N,672,89.3
1674903744.682046,N,684,87.7
1674903745.366046,N,680,88.2
1674903746.046046,N,676,88.8
1674903746.7220461,N,680,88.2
1674903747.402046,N,684,87.7
1674903748.086046,N,684,87.7
1674903748.770046,N,684,87.7
1674903749.454046,N,696,86.2
1674903750.150046,N,704,85.2
1674903750.854046,N,720,83.3
1674903751.5740461,N,724,82.9
1674903752.298046,N,724,82.9
1674903753.022046,N,716,83.8
1674903753.738046,N,708,84.7
1674903754.446046,N,700,85.7
1674903755.146046,N,692,86.7
1674903755.838046,N,680,88.2
1674903756.5180461,N,668,89.8
1674903757.1860461,N,660,90.9
1674903757.846046,N,652,92
1674903758.498046,N,648,92.6
1674903759.146046,N,632,94.9
1674903759.7780461,N,632,94.9
1674903760.410046,N,628,95.5
1674903761.0380461,N,640,93.8
1674903761.678046,N,644,93.2
1674903762.322046,N,656,91.5
1674903762.978046,N,652,92
1674903763.6300461,N,656,91.5
1674903764.286046,N,664,90.4
1674903764.950046,N,664,90.4
1674903765.614046,N,676,88.8
1674903766.290046,N,684,87.7
1674903766.974046,N,692,86.7
1674903767.6660461,N,684,87.7
1674903768.350046,N,676,88.8
1674903769.026046,N,676,88.8
1674903769.702046,N,664,90.4
1674903770.366046,N,664,90.4
1674903771.030046,N,660,90.9
1674903771.690046,N,668,89.8
1674903772.358046,N,664,90.4
1674903773.022046,N,668,89.8
1674903773.690046,N,680,88.2
1674903774.3700461,N,704,85.2
1674903775.0740461,N,708,84.7
1674903775.782046,N,712,84.3
1674903776.494046,N,704,85.2
1674903777.198046,N,692,86.7
1674903777.8900461,N,692,86.7
1674903778.582046,N,688,87.2
1674903779.270046,N,680,88.2
1674903779.950046,N,676,88.8
1674903780.626046,N,688,87.2
1674903781.3140461,N,684,87.7
1674903781.998046,N,692,86.7
1674903782.690046,N,700,85.7
1674903783.3900461,N,688,87.2
1674903784.078046,N,684,87.7
1674903784.762046,N,676,88.8
1674903785.438046,N,668,89.8
1674903786.106046,N,676,88.8
1674903786.782046,N,680,88.2
1674903787.4620461,N,688,87.2
1674903788.150046,N,700,85.7
1674903788.850046,N,692,86.7
1674903789.542046,N,692,86.7
1674903790.234046,N,688,87.2
1674903790.922046,N,676,88.8
1674903791.598046,N,676,88.8
1674903792.274046,N,680,88.2
1674903792.954046,N,684,87.7
1674903793.638046,N,700,85.7
1674903794.338046,N,720,83.3
1674903795.058046,N,720,83.3
1674903795.7780461,N,712,84.3
1674903796.490046,N,700,85.7
1674903797.190046,N,692,86.7
1674903797.882046,N,688,87.2
1674903798.570046,N,684,87.7
1674903799.254046,N,680,88.2
1674903799.934046,N,676,88.8
1674903800.610046,N,672,89.3
1674903801.282046,N,664,90.4
1674903801.946046,N,664,90.4
1674903802.610046,N,656,91.5
1674903803.266046,N,664,90.4
1674903803.930046,N,660,90.9
1674903804.590046,N,668,89.8
1674903805.258046,N,676,88.8
1674903805.934046,N,672,89.3
1674903806.606046,N,676,88.8
1674903807.282046,N,672,89.3
1674903807.954046,N,680,88.2
1674903808.634046,N,668,89.8
1674903809.302046,N,672,89.3
1674903809.974046,N,664,90.4
1674903810.638046,N,664,90.4
1674903811.302046,N,660,90.9
1674903811.9620461,N,652,92
1674903812.614046,N,652,92
1674903813.266046,N,656,91.5
1674903813.922046,N,656,91.5
1674903814.578046,N,668,89.8
1674903815.246046,N,676,88.8
1674903815.922046,N,700,85.7
1674903816.622046,N,712,84.3
1674903817.3340461,N,716,83.8
1674903818.050046,N,716,83.8
1674903818.766046,N,716,83.8
1674903819.4820461,N,720,83.3
1674903820.202046,N,704,85.2
1674903820.906046,N,688,87.2
1674903821.594046,N,684,87.7
1674903822.2780461,N,676,88.8
1674903822.954046,N,676,88.8
1674903823.6300461,N,676,88.8
1674903824.306046,N,672,89.3
1674903824.978046,N,664,90.4
1674903825.642046,N,660,90.9
1674903826.302046,N,664,90.4
1674903826.966046,N,660,90.9
1674903827.626046,N,664,90.4
1674903828.290046,N,668,89.8
1674903828.958046,N,672,89.3
1674903829.6300461,N,680,88.2
1674903830.310046,N,692,86.7
1674903831.002046,N,692,86.7
1674903831.694046,N,692,86.7
1674903832.386046,N,692,86.7
1674903833.078046,N,692,86.7
1674903833.770046,N,696,86.2
1674903834.466046,N,696,86.2
1674903835.162046,N,700,85.7
1674903835.862046,N,696,86.2
1674903836.558046,N,700,85.7
1674903837.258046,N,692,86.7
1674903837.950046,N,684,87.7
1674903838.634046,N,688,87.2
1674903839.322046,N,680,88.2
1674903840.002046,N,672,89.3
1674903840.674046,N,672,89.3
1674903841.346046,N,668,89.8
1674903842.014046,N,672,89.3
1674903842.6860461,N,676,88.8
1674903843.362046,N,672,89.3
1674903844.034046,N,676,88.8
1674903844.710046,N,680,88.2
1674903845.3900461,N,676,88.8
1674903846.066046,N,668,89.8
1674903846.734046,N,664,90.4
1674903847.398046,N,660,90.9
1674903848.058046,N,660,90.9
1674903848.718046,N,664,90.4
1674903849.382046,N,668,89.8
1674903850.050046,N,672,89.3
1674903850.7220461,N,680,88.2
1674903851.402046,N,704,85.2
1674903852.106046,N,712,84.3
1674903852.818046,N,708,84.7
1674903853.526046,N,712,84.3
1674903854.238046,N,704,85.2
1674903854.942046,N,700,85.7
1674903855.642046,N,692,86.7
1674903856.3340461,N,688,87.2
1674903857.022046,N,680,88.2
1674903857.702046,N,668,89.8
1674903858.3700461,N,668,89.8
1674903859.0380461,N,660,90.9
1674903859.698046,N,656,91.5
1674903860.354046,N,660,90.9
1674903861.014046,N,656,91.5
1674903861.670046,N,656,91.5
1674903862.326046,N,664,90.4
1674903862.990046,N,672,89.3
1674903863.662046,N,688,87.2
1674903864.350046,N,696,86.2
1674903865.046046,N,704,85.2
1674903865.750046,N,716,83.8
1674903866.466046,N,716,83.8
1674903867.182046,N,712,84.3
1674903867.894046,N,700,85.7
1674903868.594046,N,700,85.7
1674903869.294046,N,696,86.2
1674903869.990046,N,684,87.7
1674903870.674046,N,672,89.3
1674903871.346046,N,672,89.3
1674903872.0180461,N,668,89.8
1674903872.6860461,N,668,89.8
1674903873.354046,N,676,88.8
1674903874.030046,N,696,86.2
1674903874.726046,N,704,85.2
1674903875.430046,N,728,82.4
1674903876.158046,N,732,82
1674903876.8900461,N,720,83.3
1674903877.610046,N,720,83.3
1674903878.330046,N,708,84.7
1674903879.0380461,N,696,86.2
1674903879.734046,N,688,87.2
1674903880.422046,N,672,89.3
1674903881.094046,N,672,89.3
1674903881.766046,N,672,89.3
1674903882.438046,N,664,90.4
1674903883.102046,N,660,90.9
1674903883.762046,N,656,91.5
1674903884.418046,N,652,92
1674903885.070046,N,652,92
1674903885.7220461,N,652,92
1674903886.374046,N,660,90.9
1674903887.034046,N,668,89.8
1674903887.702046,N,684,87.7
1674903888.386046,N,704,85.2
1674903889.090046,N,700,85.7
1674903889.790046,N,708,84.7
1674903890.498046,N,716,83.8
1674903891.214046,N,728,82.4
1674903891.942046,N,748,80.2
1674903892.690046,N,732,82
1674903893.422046,N,704,85.2
1674903894.126046,N,704,85.2
1674903894.830046,N,692,86.7
1674903895.522046,N,680,88.2
1674903896.202046,N,672,89.3
1674903896.874046,N,672,89.3
1674903897.546046,N,680,88.2
1674903898.226046,N,676,88.8
1674903898.902046,N,688,87.2
1674903899.590046,N,700,85.7
1674903900.290046,N,716,83.8
1674903901.006046,N,720,83.3
1674903901.726046,N,720,83.3
1674903902.446046,N,712,84.3
1674903903.158046,N,704,85.2
1674903903.862046,N,696,86.2
1674903904.558046,N,692,86.7
1674903905.250046,N,684,87.7
1674903905.934046,N,680,88.2
1674903906.614046,N,672,89.3
1674903907.286046,N,680,88.2
1674903907.966046,N,676,88.8
1674903908.642046,N,676,88.8
1674903909.318046,N,684,87.7
1674903910.002046,N,688,87.2
1674903910.690046,N,684,87.7
1674903911.374046,N,684,87.7
1674903912.058046,N,676,88.8
1674903912.734046,N,676,88.8
1674903913.410046,N,664,90.4
1674903914.0740461,N,668,89.8
1674903914.742046,N,660,90.9
1674903915.402046,N,656,91.5
1674903916.058046,N,652,92
1674903916.710046,N,652,92
1674903917.362046,N,652,92
1674903918.014046,N,652,92
1674903918.6660461,N,652,92
1674903919.318046,N,648,92.6
1674903919.966046,N,656,91.5
1674903920.622046,N,656,91.5
1674903921.2780461,N,672,89.3
1674903921.950046,N,672,89.3
1674903922.622046,N,684,87.7
1674903923.306046,N,692,86.7
1674903923.998046,N,700,85.7
1674903924.698046,N,692,86.7
1674903925.3900461,N,708,84.7
1674903926.098046,N,692,86.7
1674903926.790046,N,692,86.7
1674903927.4820461,N,684,87.7
1674903928.1660461,N,680,88.2
1674903928.846046,N,672,89.3
1674903929.5180461,N,656,91.5
1674903930.174046,N,656,91.5
1674903930.830046,N,644,93.2
1674903931.474046,N,636,94.3
1674903932.110046,N,628,95.5
1674903932.738046,N,636,94.3
1674903933.374046,N,628,95.5
1674903934.002046,N,620,96.8
1674903934.622046,N,624,96.2
1674903935.246046,N,636,94.3
1674903935.882046,N,640,93.7
1674903936.522046,N,648,92.6
1674903937.170046,N,652,92
1674903937.822046,N,668,89.8
1674903938.490046,N,676,88.8
1674903939.1660461,N,688,87.2
1674903939.854046,N,708,84.7
1674903940.562046,N,720,83.3
1674903941.282046,N,708,84.7
1674903941.990046,N,692,86.7
1674903942.682046,N,684,87.7
1674903943.366046,N,672,89.3
1674903944.0380461,N,656,91.5
1674903944.694046,N,656,91.5
1674903945.350046,N,644,93.2
1674903945.994046,N,648,92.6
1674903946.642046,N,640,93.7
1674903947.282046,N,640,93.8
1674903947.922046,N,636,94.3
1674903948.558046,N,644,93.2
1674903949.202046,N,656,91.5
1674903949.858046,N,648,92.6
1674903950.506046,N,648,92.6
1674903951.154046,N,648,92.6
1674903951.802046,N,640,93.8
1674903952.442046,N,648,92.6
1674903953.090046,N,640,93.7
1674903953.730046,N,636,94.3
1674903954.366046,N,640,93.7
1674903955.006046,N,632,94.9
1674903955.638046,N,632,94.9
1674903956.270046,N,632,94.9
1674903956.902046,N,644,93.2
1674903957.546046,N,672,89.3
1674903958.218046,N,692,86.7
1674903958.910046,N,700,85.7
1674903959.610046,N,692,86.7
1674903960.302046,N,676,88.8
1674903960.978046,N,676,88.8
1674903961.654046,N,668,89.8
1674903962.322046,N,664,90.4
1674903962.986046,N,656,91.5
1674903963.642046,N,648,92.6
1674903964.290046,N,640,93.7
1674903964.930046,N,628,95.5
1674903965.558046,N,632,94.9
1674903966.190046,N,620,96.8
1674903966.810046,N,624,96.2
1674903967.434046,N,628,95.5
1674903968.062046,N,632,94.9
1674903968.694046,N,636,94.3
1674903969.330046,N,636,94.3
1674903969.966046,N,640,93.8
1674903970.606046,N,640,93.7
1674903971.246046,N,640,93.8
1674903971.886046,N,628,95.5
1674903972.514046,N,640,93.7
1674903973.154046,N,636,94.3
1674903973.790046,N,632,94.9
1674903974.422046,N,632,94.9
1674903975.054046,N,620,96.8
1674903975.674046,N,628,95.5
1674903976.302046,N,624,96.2
1674903976.9260461,N,616,97.4
1674903977.542046,N,616,97.4
1674903978.158046,N,612,98
1674903978.770046,N,616,97.4
1674903979.386046,N,612,98
1674903979.998046,N,616,97.4
1674903980.614046,N,612,98
1674903981.226046,N,608,98.7
1674903981.8340461,N,608,98.7
1674903982.442046,N,608,98.7
1674903983.050046,N,612,98
1674903983.662046,N,608,98.7
1674903984.270046,N,612,98
1674903984.882046,N,612,98
1674903985.494046,N,604,99.3
1674903986.098046,N,616,97.4
1674903986.714046,N,608,98.7
1674903987.322046,N,608,98.7
1674903987.930046,N,604,99.3
1674903988.534046,N,604,99.3
1674903989.138046,N,604,99.3
1674903989.742046,N,604,99.3
1674903990.346046,N,604,99.3
1674903990.950046,N,600,100
1674903991.550046,N,608,98.7
1674903992.158046,N,608,98.7
1674903992.766046,N,604,99.3
1674903993.3700461,N,608,98.7
1674903993.978046,N,608,98.7
1674903994.586046,N,612,98
1674903995.198046,N,616,97.4
1674903995.8140461,N,608,98.7
1674903996.422046,N,616,97.4
1674903997.0380461,N,612,98
1674903997.650046,N,612,98
1674903998.262046,N,612,98
1674903998.874046,N,616,97.4
1674903999.490046,N,616,97.4
1674904000.106046,N,616,97.4
1674904000.7220461,N,612,98
1674904001.3340461,N,612,98
1674904001.946046,N,620,96.8
1674904002.566046,N,616,97.4
1674904003.182046,N,616,97.4
1674904003.798046,N,612,98
1674904004.410046,N,620,96.8
1674904005.030046,N,616,97.4
1674904005.646046,N,620,96.8
1674904006.266046,N,620,96.8
1674904006.886046,N,624,96.2
1674904007.510046,N,632,94.9
1674904008.142046,N,644,93.2
1674904008.786046,N,644,93.2
1674904009.430046,N,648,92.6
1674904010.078046,N,644,93.2
1674904010.7220461,N,644,93.2
1674904011.366046,N,640,93.7
1674904012.006046,N,636,94.3
1674904012.642046,N,632,94.9
1674904013.274046,N,632,94.9
1674904013.906046,N,636,94.3
1674904014.542046,N,640,93.8
1674904015.182046,N,644,93.2
1674904015.826046,N,640,93.7
1674904016.466046,N,636,94.3
1674904017.102046,N,636,94.3
1674904017.738046,N,636,94.3
1674904018.374046,N,632,94.9
1674904019.006046,N,624,96.2
1674904019.6300461,N,620,96.8
1674904020.250046,N,620,96.8
1674904020.8700461,N,616,97.4
1674904021.486046,N,616,97.4
1674904022.102046,N,612,98
1674904022.714046,N,616,97.4
1674904023.330046,N,612,98
1674904023.942046,N,612,98
1674904024.554046,N,608,98.7
1674904025.162046,N,612,98
1674904025.774046,N,600,100
1674904026.374046,N,600,100
1674904026.974046,N,604,99.3
1674904027.578046,N,600,100
1674904028.178046,N,596,100.7
1674904028.774046,N,600,100
1674904029.374046,N,600,100
1674904029.974046,N,604,99.3
1674904030.578046,N,612,98
1674904031.190046,N,612,98
1674904031.802046,N,620,96.8
1674904032.422046,N,628,95.5
1674904033.050046,N,628,95.5
1674904033.678046,N,628,95.5
1674904034.306046,N,628,95.5
1674904034.934046,N,624,96.2
1674904035.558046,N,624,96.2
1674904036.182046,N,620,96.8
1674904036.802046,N,624,96.2
1674904037.4260461,N,620,96.8
1674904038.046046,N,616,97.4
1674904038.662046,N,620,96.8
1674904039.282046,N,616,97.4
1674904039.898046,N,624,96.2
1674904040.522046,N,624,96.2
1674904041.146046,N,632,94.9
1674904041.7780461,N,624,96.2
1674904042.402046,N,624,96.2
1674904043.026046,N,620,96.8
1674904043.646046,N,624,96.2
1674904044.270046,N,624,96.2
1674904044.894046,N,624,96.2
1674904045.5180461,N,628,95.5
1674904046.146046,N,628,95.5
1674904046.774046,N,632,94.9
1674904047.406046,N,632,94.9
1674904048.0380461,N,632,94.9
1674904048.670046,N,632,94.9
1674904049.302046,N,628,95.5
1674904049.930046,N,624,96.2
1674904050.554046,N,628,95.5
1674904051.182046,N,632,94.9
1674904051.8140461,N,632,94.9
1674904052.446046,N,636,94.3
1674904053.082046,N,632,94.9
1674904053.714046,N,628,95.5
1674904054.342046,N,628,95.5
1674904054.970046,N,628,95.5
1674904055.598046,N,620,96.8
1674904056.218046,N,620,96.8
1674904056.838046,N,616,97.4
1674904057.454046,N,612,98
1674904058.066046,N,620,96.8
1674904058.6860461,N,624,96.2
1674904059.310046,N,620,96.8
1674904059.930046,N,624,96.2
1674904060.554046,N,624,96.2
1674904061.178046,N,632,94.9
1674904061.810046,N,636,94.3
1674904062.446046,N,640,93.8
1674904063.086046,N,640,93.7
1674904063.726046,N,648,92.6
1674904064.374046,N,644,93.2
1674904065.0180461,N,656,91.5
1674904065.674046,N,648,92.6
1674904066.322046,N,664,90.4
1674904066.986046,N,668,89.8
1674904067.654046,N,664,90.4
1674904068.318046,N,664,90.4
1674904068.9820461,N,672,89.3
1674904069.654046,N,672,89.3
1674904070.326046,N,652,92
1674904070.978046,N,660,90.9
1674904071.638046,N,656,91.5
1674904072.294046,N,656,91.5
1674904072.950046,N,648,92.6
1674904073.598046,N,644,93.2
1674904074.242046,N,644,93.2
1674904074.886046,N,636,94.3
1674904075.522046,N,636,94.3
1674904076.158046,N,636,94.3
1674904076.794046,N,628,95.5
1674904077.422046,N,632,94.9
1674904078.054046,N,624,96.2
1674904078.678046,N,624,96.2
1674904079.302046,N,620,96.8
1674904079.922046,N,624,96.2
1674904080.546046,N,624,96.2
1674904081.170046,N,624,96.2
1674904081.794046,N,636,94.3
1674904082.430046,N,644,93.2
1674904083.0740461,N,656,91.5
1674904083.730046,N,652,92
1674904084.382046,N,656,91.5
1674904085.0380461,N,656,91.5
1674904085.694046,N,664,90.4
1674904086.358046,N,660,90.9
1674904087.0180461,N,664,90.4
1674904087.682046,N,656,91.5
1674904088.338046,N,656,91.5
1674904088.994046,N,656,91.5
1674904089.650046,N,652,92
1674904090.302046,N,648,92.6
1674904090.950046,N,652,92
1674904091.602046,N,652,92
1674904092.254046,N,648,92.6
1674904092.902046,N,644,93.2
1674904093.546046,N,648,92.6
1674904094.194046,N,644,93.2
1674904094.838046,N,644,93.2
1674904095.4820461,N,644,93.2
1674904096.126046,N,648,92.6
1674904096.774046,N,640,93.7
1674904097.414046,N,648,92.6
1674904098.062046,N,644,93.2
1674904098.706046,N,640,93.8
1674904099.346046,N,640,93.7
1674904099.986046,N,636,94.3
1674904100.622046,N,640,93.7
1674904101.262046,N,632,94.9
1674904101.894046,N,632,94.9
1674904102.526046,N,628,95.5
1674904103.154046,N,616,97.4
1674904103.770046,N,616,97.4
1674904104.386046,N,620,96.8
1674904105.006046,N,616,97.4
1674904105.622046,N,620,96.8
1674904106.242046,N,620,96.8
1674904106.862046,N,620,96.8
1674904107.4820461,N,616,97.4
1674904108.098046,N,616,97.4
1674904108.714046,N,616,97.4
1674904109.330046,N,616,97.4
1674904109.946046,N,612,98
1674904110.558046,N,620,96.8
1674904111.178046,N,616,97.4
1674904111.794046,N,612,98
1674904112.406046,N,616,97.4
1674904113.022046,N,612,98
1674904113.634046,N,624,96.2
1674904114.258046,N,624,96.2
1674904114.882046,N,632,94.9
1674904115.514046,N,644,93.2
1674904116.158046,N,660,90.9
1674904116.818046,N,652,92
1674904117.470046,N,660,90.9
1674904118.1300461,N,660,90.9
1674904118.790046,N,656,91.5
1674904119.446046,N,656,91.5
1674904120.102046,N,656,91.5
1674904120.758046,N,652,92
1674904121.410046,N,640,93.8
1674904122.050046,N,644,93.2
1674904122.694046,N,636,94.3
1674904123.330046,N,628,95.5
1674904123.958046,N,632,94.9
1674904124.590046,N,632,94.9
1674904125.2220461,N,632,94.9
1674904125.854046,N,632,94.9
1674904126.486046,N,632,94.9
1674904127.118046,N,640,93.8
1674904127.758046,N,636,94.3
1674904128.394046,N,640,93.8
1674904129.034046,N,644,93.2
1674904129.678046,N,644,93.2
1674904130.322046,N,648,92.6
1674904130.970046,N,660,90.9
1674904131.6300461,N,660,90.9
1674904132.290046,N,660,90.9
1674904132.950046,N,660,90.9
1674904133.610046,N,660,90.9
1674904134.270046,N,660,90.9
1674904134.930046,N,660,90.9
1674904135.590046,N,660,90.9
1674904136.250046,N,668,89.8
1674904136.918046,N,664,90.4
1674904137.582046,N,660,90.9
1674904138.242046,N,668,89.8
1674904138.910046,N,664,90.4
1674904139.5740461,N,664,90.4
1674904140.238046,N,656,91.5
1674904140.894046,N,644,93.2
1674904141.5380461,N,640,93.8
1674904142.178046,N,644,93.2
1674904142.822046,N,620,96.8
1674904143.442046,N,620,96.8
1674904144.062046,N,608,98.7
1674904144.670046,N,612,98
1674904145.282046,N,608,98.7
1674904145.8900461,N,600,100
1674904146.490046,N,596,100.7
1674904147.086046,N,588,102
1674904147.674046,N,592,101.4
1674904148.266046,N,588,102
1674904148.854046,N,596,100.7
1674904149.450046,N,600,100
1674904150.050046,N,604,99.3
1674904150.654046,N,612,98
1674904151.266046,N,616,97.4
1674904151.882046,N,620,96.8
1674904152.502046,N,628,95.5
1674904153.1300461,N,628,95.5
1674904153.758046,N,628,95.5
1674904154.386046,N,636,94.3
1674904155.022046,N,632,94.9
1674904155.654046,N,628,95.5
1674904156.282046,N,628,95.5
1674904156.910046,N,628,95.5
1674904157.5380461,N,624,96.2
1674904158.162046,N,620,96.8
1674904158.782046,N,616,97.4
1674904159.398046,N,624,96.2
1674904160.022046,N,628,95.5
1674904160.650046,N,632,94.9
1674904161.282046,N,640,93.8
1674904161.922046,N,640,93.7
1674904162.562046,N,648,92.6
1674904163.210046,N,648,92.6
1674904163.858046,N,656,91.5
1674904164.514046,N,668,89.8
1674904165.182046,N,676,88.8
1674904165.858046,N,684,87.7
1674904166.542046,N,664,90.4
1674904167.206046,N,656,91.5
1674904167.862046,N,652,92
1674904168.514046,N,648,92.6
1674904169.162046,N,632,94.9
1674904169.794046,N,636,94.3
1674904170.430046,N,628,95.5
1674904171.058046,N,628,95.5
1674904171.6860461,N,632,94.9
1674904172.318046,N,628,95.5
1674904172.946046,N,632,94.9
1674904173.578046,N,628,95.5
1674904174.206046,N,624,96.2
1674904174.830046,N,628,95.5
1674904175.458046,N,616,97.4
1674904176.0740461,N,612,98
1674904176.6860461,N,612,98
1674904177.298046,N,608,98.7
1674904177.906046,N,608,98.7
1674904178.514046,N,608,98.7
1674904179.122046,N,612,98
1674904179.734046,N,624,96.2
1674904180.358046,N,620,96.8
1674904180.978046,N,620,96.8
1674904181.598046,N,620,96.8
1674904182.218046,N,628,95.5
1674904182.846046,N,624,96.2
1674904183.470046,N,620,96.8
1674904184.090046,N,620,96.8
1674904184.710046,N,620,96.8
1674904185.330046,N,624,96.2
1674904185.954046,N,624,96.2
1674904186.578046,N,616,97.4
1674904187.194046,N,620,96.8
1674904187.8140461,N,620,96.8
1674904188.434046,N,620,96.8
1674904189.054046,N,616,97.4
1674904189.670046,N,620,96.8
1674904190.290046,N,624,96.2
1674904190.914046,N,624,96.2
1674904191.5380461,N,624,96.2
1674904192.162046,N,628,95.5
1674904192.790046,N,620,96.8
1674904193.410046,N,624,96.2
1674904194.034046,N,624,96.2
1674904194.658046,N,620,96.8
1674904195.2780461,N,612,98
1674904195.8900461,N,624,96.2
1674904196.514046,N,620,96.8
1674904197.134046,N,616,97.4
1674904197.750046,N,624,96.2
1674904198.374046,N,620,96.8
1674904198.994046,N,620,96.8
1674904199.614046,N,620,96.8
1674904200.234046,N,624,96.2
1674904200.858046,N,628,95.5
1674904201.486046,N,628,95.5
1674904202.114046,N,632,94.9
1674904202.746046,N,640,93.8
1674904203.386046,N,628,95.5
1674904204.014046,N,628,95.5
1674904204.642046,N,632,94.9
1674904205.274046,N,640,93.7
1674904205.914046,N,644,93.2
1674904206.558046,N,652,92
1674904207.210046,N,644,93.2
1674904207.854046,N,652,92
1674904208.506046,N,640,93.8
1674904209.146046,N,648,92.6
1674904209.794046,N,648,92.6
1674904210.442046,N,652,92
1674904211.094046,N,664,90.4
1674904211.758046,N,664,90.4
1674904212.422046,N,668,89.8
1674904213.090046,N,664,90.4
1674904213.754046,N,664,90.4
1674904214.418046,N,664,90.4
1674904215.082046,N,664,90.4
1674904215.746046,N,668,89.8
1674904216.414046,N,656,91.5
1674904217.070046,N,652,92
1674904217.7220461,N,640,93.8
1674904218.362046,N,636,94.3
1674904218.998046,N,632,94.9
1674904219.6300461,N,624,96.2
1674904220.254046,N,620,96.8
1674904220.874046,N,616,97.4
1674904221.490046,N,616,97.4
1674904222.106046,N,620,96.8
1674904222.726046,N,612,98
1674904223.338046,N,612,98
1674904223.950046,N,624,96.2
1674904224.5740461,N,628,95.5
1674904225.202046,N,624,96.2
1674904225.826046,N,628,95.5
1674904226.454046,N,628,95.5
1674904227.082046,N,632,94.9
1674904227.714046,N,644,93.2
1674904228.358046,N,636,94.3
1674904228.994046,N,636,94.3
1674904229.6300461,N,640,93.8
1674904230.270046,N,632,94.9
1674904230.902046,N,628,95.5
1674904231.530046,N,632,94.9
1674904232.162046,N,640,93.7
1674904232.802046,N,636,94.3
1674904233.438046,N,640,93.7
1674904234.078046,N,648,92.6
1674904234.726046,N,652,92
1674904235.378046,N,656,91.5
1674904236.034046,N,656,91.5
1674904236.690046,N,664,90.4
1674904237.354046,N,664,90.4
1674904238.0180461,N,668,89.8
1674904238.6860461,N,660,90.9
1674904239.346046,N,656,91.5
1674904240.002046,N,656,91.5
1674904240.658046,N,656,91.5
1674904241.3140461,N,660,90.9
1674904241.974046,N,652,92
1674904242.626046,N,656,91.5
1674904243.282046,N,652,92
1674904243.934046,N,660,90.9
1674904244.594046,N,656,91.5
1674904245.250046,N,652,92
1674904245.902046,N,656,91.5
1674904246.558046,N,648,92.6
1674904247.206046,N,648,92.6
1674904247.854046,N,648,92.6
1674904248.502046,N,636,94.3
1674904249.138046,N,640,93.7
1674904249.7780461,N,632,94.9
1674904250.410046,N,628,95.5
1674904251.0380461,N,620,96.8
1674904251.658046,N,620,96.8
1674904252.2780461,N,624,96.2
1674904252.902046,N,620,96.8
1674904253.522046,N,616,97.4
1674904254.138046,N,624,96.2
1674904254.762046,N,628,95.5
1674904255.3900461,N,636,94.3
1674904256.026046,N,644,93.2
1674904256.670046,N,652,92
1674904257.322046,N,648,92.6
1674904257.970046,N,652,92
1674904258.622046,N,648,92.6
1674904259.270046,N,648,92.6
1674904259.918046,N,648,92.6
1674904260.566046,N,656,91.5
1674904261.2220461,N,648,92.6
1674904261.8700461,N,652,92
1674904262.522046,N,652,92
1674904263.174046,N,664,90.4
1674904263.838046,N,664,90.4
1674904264.502046,N,668,89.8
1674904265.170046,N,664,90.4
1674904265.8340461,N,652,92
1674904266.486046,N,660,90.9
1674904267.146046,N,660,90.9
1674904267.806046,N,668,89.8
1674904268.474046,N,684,87.7
1674904269.158046,N,688,87.2
1674904269.846046,N,700,85.7
1674904270.546046,N,708,84.7
1674904271.254046,N,704,85.2
1674904271.958046,N,708,84.7
1674904272.6660461,N,692,86.7
1674904273.358046,N,676,88.8
1674904274.034046,N,672,89.3
1674904274.706046,N,660,90.9
1674904275.366046,N,656,91.5
1674904276.022046,N,640,93.8
1674904276.662046,N,636,94.3
1674904277.298046,N,632,94.9
1674904277.930046,N,636,94.3
1674904278.566046,N,632,94.9
1674904279.198046,N,640,93.7
1674904279.838046,N,636,94.3
1674904280.474046,N,644,93.2
1674904281.118046,N,640,93.8
1674904281.758046,N,644,93.2
1674904282.402046,N,640,93.7
1674904283.042046,N,644,93.2
1674904283.6860461,N,644,93.2
1674904284.330046,N,648,92.6
1674904284.978046,N,648,92.6
1674904285.626046,N,656,91.5
1674904286.282046,N,676,88.8
1674904286.958046,N,672,89.3
1674904287.6300461,N,672,89.3
1674904288.302046,N,664,90.4
1674904288.966046,N,660,90.9
1674904289.626046,N,656,91.5
1674904290.282046,N,640,93.8
1674904290.922046,N,636,94.3
1674904291.558046,N,636,94.3
1674904292.194046,N,628,95.5
1674904292.822046,N,616,97.4
1674904293.438046,N,616,97.4
1674904294.054046,N,620,96.8
1674904294.674046,N,608,98.7
1674904295.282046,N,616,97.4
1674904295.898046,N,620,96.8
1674904296.5180461,N,616,97.4
1674904297.134046,N,616,97.4
1674904297.750046,N,612,98
1674904298.362046,N,624,96.2
1674904298.986046,N,624,96.2
1674904299.610046,N,628,95.5
